ParkUnit,Plot,EventID,EventDateTime,Temperature_C,WindSpeed,WindDesc,Rain,PercentCloud,Noise,NoiseSummary,Interval,ObservationNumber,AOUCode,TSN,ScientificName,Family,CommonName,Distance,DetectionType,Sex,Age,FlockSize,IsPreviousPlot,IsFlyover
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,12,BLJA,179680,Cyanocitta cristata,Corvidae,blue jay,-9999,Seen +5 min,Unk,Adult,1,1,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,15,COGR,179104,Quiscalus quiscula,Icteridae,common grackle,-9999,Seen +5 min,Unk,Adult,10,1,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,2,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,89,Heard First,Male,Adult,1,0,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",>3-5 min,9,BRTH,178627,Toxostoma rufum,Mimidae,brown thrasher,166,Heard First,Male,Adult,1,0,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,4,MODO,177125,Zenaida macroura,Columbidae,mourning dove,93,Heard First,Unk,Adult,1,0,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,3,RBGR,179139,Pheucticus ludovicianus,Cardinalidae,rose-breasted grosbeak,89,Heard First,Male,Adult,1,0,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,17,SOSP,179492,Melospiza melodia,Emberizidae,song sparrow,-9999,Seen +5 min,Male,Adult,1,1,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,19,MODO,177125,Zenaida macroura,Columbidae,mourning dove,-9999,Seen +5 min,Unk,Adult,1,0,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,10,EUST,179637,Sturnus vulgaris,Sturnidae,european starling,-9999,Seen +5 min,Unk,Adult,1,1,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,14,MODO,177125,Zenaida macroura,Columbidae,mourning dove,-9999,Heard +5 min,Unk,Adult,1,1,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,8,BAOR,179083,Icterus galbula,Icteridae,northern oriole,85,Seen First,Male,Adult,1,0,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,5,BARS,178448,Hirundo rustica,Hirundinidae,barn swallow,10,Seen First,Unk,Adult,2,0,1
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,7,EUST,179637,Sturnus vulgaris,Sturnidae,european starling,29,Seen First,Unk,Adult,1,0,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,6,AMRO,179759,Turdus migratorius,Turdidae,american robin,67,Seen First,Male,Adult,1,0,0
Herbert Hoover,HEHO33,HEHO2008Jun170718AM,2008-06-17 07:18:00.000,19,(< 2 km/h),"calm, smoke rises vertically",no rain,5,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,1,COGR,179104,Quiscalus quiscula,Icteridae,common grackle,20,Seen First,Male,Adult,1,0,1
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,3,COGR,179104,Quiscalus quiscula,Icteridae,common grackle,62,Seen First,Male,Adult,1,0,1
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>3-5 min,9,NOCA,179124,Cardinalis cardinalis,Cardinalidae,northern cardinal,125,Seen First,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,5,MODO,177125,Zenaida macroura,Columbidae,mourning dove,109,Seen First,Unk,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,6,AMGO,179249,Spinus tristis,Fringillidae,american goldfinch,75,Seen First,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>3-5 min,10,GRCA,178625,Dumetella carolinensis,Mimidae,gray catbird,130,Seen First,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,18,MODO,177125,Zenaida macroura,Columbidae,mourning dove,-9999,Heard +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,15,AMRO,179759,Turdus migratorius,Turdidae,american robin,-9999,Heard +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,17,COGR,179104,Quiscalus quiscula,Icteridae,common grackle,-9999,Heard +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,16,NOCA,179124,Cardinalis cardinalis,Cardinalidae,northern cardinal,-9999,Heard +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,12,COYE,178944,Geothlypis trichas,Parulidae,common yellowthroat,-9999,Heard +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,11,EAME,179034,Sturnella magna,Icteridae,eastern meadowlark,-9999,Heard +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,13,AMGO,179249,Spinus tristis,Fringillidae,american goldfinch,-9999,Seen +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,14,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,-9999,Seen +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,2,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,67,Seen First,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,7,SOSP,179492,Melospiza melodia,Emberizidae,song sparrow,129,Heard First,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,1,EAME,179034,Sturnella magna,Icteridae,eastern meadowlark,109,Seen First,Male,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,4,BHCO,179112,Molothrus ater,Icteridae,brown-headed cowbird,75,Seen First,Unk,Adult,1,0,0
Herbert Hoover,HEHO19,HEHO2008Jun170735AM,2008-06-17 07:35:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,8,AMRO,179759,Turdus migratorius,Turdidae,american robin,221,Unknown,Male,Adult,1,0,0
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,3,EAME,179034,Sturnella magna,Icteridae,eastern meadowlark,36,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,9,DICK,179165,Spiza americana,Cardinalidae,dickcissel,-9999,Heard First,Male,Adult,1,1,0
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,11,NOCA,179124,Cardinalis cardinalis,Cardinalidae,northern cardinal,-9999,Heard First,Male,Adult,1,1,0
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,10,COYE,178944,Geothlypis trichas,Parulidae,common yellowthroat,-9999,Heard First,Male,Adult,1,1,0
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>3-5 min,8,COYE,178944,Geothlypis trichas,Parulidae,common yellowthroat,102,Heard First,Male,Adult,1,1,0
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,7,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,81,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,1,DICK,179165,Spiza americana,Cardinalidae,dickcissel,32,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,5,BHCO,179112,Molothrus ater,Icteridae,brown-headed cowbird,53,Seen First,Female,Adult,1,1,1
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,12,EAME,179034,Sturnella magna,Icteridae,eastern meadowlark,-9999,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,2,AMGO,179249,Spinus tristis,Fringillidae,american goldfinch,24,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,6,COGR,179104,Quiscalus quiscula,Icteridae,common grackle,40,Seen First,Male,Adult,2,1,1
Herbert Hoover,HEHO20,HEHO2008Jun170747AM,2008-06-17 07:47:00.000,22,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,4,COYE,178944,Geothlypis trichas,Parulidae,common yellowthroat,19,Seen First,Unk,Adult,1,1,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",0-3 min,6,COYE,178944,Geothlypis trichas,Parulidae,common yellowthroat,10,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",>3-5 min,11,COYE,178944,Geothlypis trichas,Parulidae,common yellowthroat,29,Seen First,Female,Adult,1,1,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",>3-5 min,8,DICK,179165,Spiza americana,Cardinalidae,dickcissel,80,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",0-3 min,3,CHSW,178001,Chaetura pelagica,Apodidae,chimney swift,44,Seen First,Unk,Adult,2,1,1
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",0-3 min,2,WIFL,178341,Empidonax traillii,Tyrannidae,willow flycatcher,37,Seen First,Male,Adult,1,0,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",>3-5 min,9,AMGO,179249,Spinus tristis,Fringillidae,american goldfinch,8,Seen First,Female,Adult,1,1,1
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",0-3 min,4,INBU,179150,Passerina cyanea,Cardinalidae,indigo bunting,44,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",>3-5 min,10,NOCA,179124,Cardinalis cardinalis,Cardinalidae,northern cardinal,53,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",0-3 min,5,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,29,Seen First,Female,Adult,1,1,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",>5 min,13,COYE,178944,Geothlypis trichas,Parulidae,common yellowthroat,-9999,Seen +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",>5 min,12,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,-9999,Seen +5 min,Female,Adult,2,0,1
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",>5 min,15,DICK,179165,Spiza americana,Cardinalidae,dickcissel,-9999,Seen +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",>5 min,16,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,-9999,Seen +5 min,Female,Adult,1,0,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",>5 min,17,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,-9999,Heard +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",>5 min,14,AMRO,179759,Turdus migratorius,Turdidae,american robin,-9999,Heard +5 min,Unk,Adult,1,0,0
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",0-3 min,1,BRTH,178627,Toxostoma rufum,Mimidae,brown thrasher,26,Seen First,Male,Adult,1,1,1
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",0-3 min,7,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,15,Seen First,Male,Adult,1,1,1
Herbert Hoover,HEHO2,HEHO2008Jun170804AM,2008-06-17 08:04:00.000,21,(< 2 km/h),"calm, smoke rises vertically",no rain,0,quiet," normal background noises; no interference",>5 min,18,EAME,179034,Sturnella magna,Icteridae,eastern meadowlark,-9999,Seen +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",>5 min,9,HOSP,179628,Passer domesticus,Passeridae,house sparrow,-9999,Seen +5 min,Male,Adult,1,1,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",0-3 min,6,EAME,179034,Sturnella magna,Icteridae,eastern meadowlark,66,Heard First,Male,Adult,1,1,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",>3-5 min,8,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,23,Seen First,Female,Adult,1,1,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",0-3 min,1,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,26,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",0-3 min,2,COYE,178944,Geothlypis trichas,Parulidae,common yellowthroat,110,Heard First,Male,Adult,1,1,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",>5 min,15,COYE,178944,Geothlypis trichas,Parulidae,common yellowthroat,-9999,Heard +5 min,Male,Adult,1,1,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",>5 min,13,NOCA,179124,Cardinalis cardinalis,Cardinalidae,northern cardinal,-9999,Seen +5 min,Male,Adult,1,1,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",>5 min,11,AMGO,179249,Spinus tristis,Fringillidae,american goldfinch,-9999,Seen +5 min,Male,Adult,1,1,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",>5 min,14,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,-9999,Seen +5 min,Male,Adult,1,1,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",>5 min,10,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,-9999,Seen +5 min,Female,Adult,1,1,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",>5 min,12,AMRO,179759,Turdus migratorius,Turdidae,american robin,-9999,Seen +5 min,Unk,Adult,1,0,1
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",0-3 min,7,AMRO,179759,Turdus migratorius,Turdidae,american robin,35,Seen First,Unk,Adult,2,1,1
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",0-3 min,5,BARS,178448,Hirundo rustica,Hirundinidae,barn swallow,15,Seen First,Unk,Adult,1,1,1
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",0-3 min,4,MODO,177125,Zenaida macroura,Columbidae,mourning dove,146,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO10,HEHO2008Jun170821AM,2008-06-17 08:21:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,quiet," normal background noises; no interference",0-3 min,3,COGR,179104,Quiscalus quiscula,Icteridae,common grackle,70,Seen First,Male,Adult,1,1,1
Herbert Hoover,HEHO27,HEHO2008Jun170834AM,2008-06-17 08:34:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,4,MODO,177125,Zenaida macroura,Columbidae,mourning dove,25,Seen First,Unk,Adult,2,1,1
Herbert Hoover,HEHO27,HEHO2008Jun170834AM,2008-06-17 08:34:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,5,CLSW,178455,Petrochelidon pyrrhonota,Hirundinidae,cliff swallow,118,Seen First,Unk,Adult,2,0,1
Herbert Hoover,HEHO27,HEHO2008Jun170834AM,2008-06-17 08:34:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,6,CHSW,178001,Chaetura pelagica,Apodidae,chimney swift,270,Seen First,Unk,Adult,1,1,1
Herbert Hoover,HEHO27,HEHO2008Jun170834AM,2008-06-17 08:34:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,1,BARS,178448,Hirundo rustica,Hirundinidae,barn swallow,10,Seen First,Male,Adult,1,1,1
Herbert Hoover,HEHO27,HEHO2008Jun170834AM,2008-06-17 08:34:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,3,EAME,179034,Sturnella magna,Icteridae,eastern meadowlark,25,Seen First,Male,Adult,1,1,0
Herbert Hoover,HEHO27,HEHO2008Jun170834AM,2008-06-17 08:34:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,8,COYE,178944,Geothlypis trichas,Parulidae,common yellowthroat,-9999,Seen +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO27,HEHO2008Jun170834AM,2008-06-17 08:34:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,9,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,-9999,Seen +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO27,HEHO2008Jun170834AM,2008-06-17 08:34:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",>5 min,10,EAME,179034,Sturnella magna,Icteridae,eastern meadowlark,-9999,Heard +5 min,Male,Adult,1,0,0
Herbert Hoover,HEHO27,HEHO2008Jun170834AM,2008-06-17 08:34:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,7,COYE,178944,Geothlypis trichas,Parulidae,common yellowthroat,116,Heard First,Male,Adult,1,1,0
Herbert Hoover,HEHO27,HEHO2008Jun170834AM,2008-06-17 08:34:00.000,23,(< 2 km/h),"calm, smoke rises vertically",no rain,2,low noise,"  might be missing some high-pitched songs/calls of distant birds",0-3 min,2,RWBL,179045,Agelaius phoeniceus,Icteridae,red-winged blackbird,38,Seen First,Male,Adult,1,1,0
